recipe,xpname,transfection_date,calibration,calibration_diagnostics,n_repeats,best_repeat,network_loaded,architecture,sequestron_type,colors
5xCsy4R_Pgu,"2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-04-15-16-30', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
5xI,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
5xIB,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
5xPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,tagBFP"
5x_Y+B,2022-11-10_uORFs_and_company,['2022-11-07'],old,[False],1,0,True,no device,none,"eBFP,eYFP"
600ngBYR,"2022-12-5_11,3a,30_ngDNA_ng",['2022-12-02-11-30'],no,[False],1,0,False,unknown,unknown,
6xCasER_Csy4,"2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,True,cascade,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
6xCasER_Pgu,"2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-04-15-16-30', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,
6xCsy4R_CasE,"2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,True,cascade,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
6xCsy4R_Pgu,"2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-04-15-16-30', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
6xI,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
6xIB,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
6xPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,tagBFP"
6x_Y+B,2022-11-10_uORFs_and_company,['2022-11-07'],old,[False],1,0,True,no device,none,"eBFP,eYFP"
700ngBYR,"2022-12-5_11,3a,30_ngDNA_ng",['2022-12-02-11-30'],no,[False],1,0,False,unknown,unknown,
73+100+iY,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,"eYFPG5A,iRFP720,mKate,tagBFP"
73+100R,E20221206A_ERNbandpassV3,['2022-12-06'],no,[False],1,0,False,unknown,unknown,
73+100R+100i,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
73+101R+102i,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
73+117+102i,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
73+119+102i,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
73+73i+100R,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
73i+105+100R,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,
7colors,"2023-05-12_Colors1,2023-06-23_Initial_ID7000","['2023-05-10-04-30', '2023-06-21-20-30']","old,no","[False, False]",2,0,False,unknown,unknown,
7colorsV2,"2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['2023-06-27-20-30', '2023-07-03-20-30']","no,no","[False, False]",2,0,False,unknown,unknown,
800ngBYR,"2022-12-5_11,3a,30_ngDNA_ng",['2022-12-02-11-30'],no,[False],1,0,False,unknown,unknown,
8xCasER_Csy4,"2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,
8xCasER_Pgu,"2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-04-15-16-30', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
8xCsy4R_CasE,"2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,
8xCsy4R_Pgu,"2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-04-15-16-30', 'x', 'x', 'x']","old,no,no,v3","[False, False, False, True]",4,3,False,unknown,unknown,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
8xI,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
8xIB,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
8xPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,tagBFP"
8x_Y+B,2022-11-10_uORFs_and_company,['2022-11-07'],old,[False],1,0,True,no device,none,"eBFP,eYFP"
900ngBYR,"2022-12-5_11,3a,30_ngDNA_ng",['2022-12-02-11-30'],no,[False],1,0,False,unknown,unknown,
ALL,"2023-05-10_LSSmOrange_EBFP2_mNG_iRFP720,2023-05-10_mKO2_EBFP2_mNG_iRFP720,2023-05-10_mKO2_tagBFP_mNG_iRFP720,2023-05-10_mKate_EBFP2_mNG_iRFP720,2023-08-04_mKO2_tagBFP_mNG_iRFP720_v2,2023-08-04_mKO2_tagBFP_mNG_iRFP720_v3,2023-08-04_tdT_tagBFP_mNG_iRFP720,2023-09-10_Cascades1_CCv2,2023-10-16_ConstraintsV2_1_NoiseFloor,2023-10-16_ConstraintsV2_1_mMaroon1,2023-10-22_ConstraintsV2_2,2023-10-29_ConstraintsV2_3","['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x']","no,no,no,no,no,no,no,no,no,no,no,no","[False, False, False, False, False, False, False, False, False, False, True, True]",12,0,False,unknown,unknown,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_GW,2023-10-03_BPv2_C31BP,['x'],v3,[False],1,0,False,unknown,unknown,
BP_T1,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T10,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T11,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T12,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T13,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T14,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T15,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T16,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T17,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T18,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T19,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T2,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T20,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T21,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T22,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T23,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T24,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T25,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T3,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T4,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T5,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T6,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T7,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T8,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BP_T9,2023-05-10_ColorControls_BPV2,['2023-05-07-04-30'],v3,[False],1,0,True,bandpass,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
BPv2_T1,2023-10-03_BPv2_C31BP,['x'],v3,[False],1,0,False,unknown,unknown,
BPv2_T10,2023-10-03_BPv2_C31BP,['x'],v3,[False],1,0,False,unknown,unknown,
BPv2_T11,2023-10-03_BPv2_C31BP,['x'],v3,[False],1,0,False,unknown,unknown,
BPv2_T12,"2023-10-03_BPv2_C31BP,2023-10-10_Cascades_CCv4_2","['x', 'x']","v3,v3","[False, True]",2,0,False,unknown,unknown,
BPv2_T13,2023-10-10_Cascades_CCv4_2,['x'],v3,[True],1,0,False,unknown,unknown,
BPv2_T14_I,2023-10-16_ConstraintsV2_1_i720,['x'],v3,[False],1,0,False,unknown,unknown,
BPv2_T14_M,2023-10-16_ConstraintsV2_1_mMaroon1,['x'],no,[False],1,0,False,unknown,unknown,
BPv2_T2,2023-10-03_BPv2_C31BP,['x'],v3,[False],1,0,False,unknown,unknown,
BPv2_T3,2023-10-03_BPv2_C31BP,['x'],v3,[False],1,0,False,unknown,unknown,
BPv2_T4,2023-10-03_BPv2_C31BP,['x'],v3,[False],1,0,False,unknown,unknown,
BPv2_T5,2023-10-03_BPv2_C31BP,['x'],v3,[False],1,0,False,unknown,unknown,
BPv2_T6,2023-10-03_BPv2_C31BP,['x'],v3,[False],1,0,False,unknown,unknown,
BPv2_T7,2023-10-03_BPv2_C31BP,['x'],v3,[False],1,0,False,unknown,unknown,
BPv2_T8,2023-10-03_BPv2_C31BP,['x'],v3,[False],1,0,False,unknown,unknown,
BPv2_T9,2023-10-03_BPv2_C31BP,['x'],v3,[False],1,0,False,unknown,unknown,
BY+RY+iY,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,"eYFPG5A,iRFP720,mKate,tagBFP"
BY9:1,E20221124A_ERNbandpassV2,['2022-11-22'],no,[False],1,0,False,unknown,unknown,"eYFPG5A,mKate,tagBFP"
CasE,"2023-03-03_CascadesV1,2023-03-19_CascadesV2","['2023-01-19-19-00', '2023-01-19-19-00']","old,old","[False, False]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,tagBFP"
CasE+42,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
CasE+out,E20221012A_massCtrls,['2022-10-10'],no,[False],1,0,False,unknown,unknown,
CasE_CoTXall,20220501-GW-l1vsl2,['2022-05-01:09h30m00s'],no,[False],1,0,False,unknown,unknown,
CascadeALLINERT,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,no device,none,"L0.G_mNeonGreen,mKate,tagBFP"
CascadeCasECsy4,"2023-03-03_CascadesV1,2023-03-19_CascadesV2,2023-04-03_Constraints_Pgu_Bleedthrough,2023-06-23_Initial_ID7000,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', '2023-01-19-19-00', '2023-03-31-04-30', '2023-06-21-20-30', 'x', 'x', 'x']","old,old,old,no,no,no,v3","[False, False, False, False, False, False, True]",7,6,False,unknown,unknown,
CascadeCasECsy4_c1,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-06-23_Initial_ID7000","['2023-03-31-04-30', '2023-06-21-20-30']","old,no","[False, False]",2,0,True,cascade,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
CascadeCasECsy4_c2,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-06-23_Initial_ID7000","['2023-03-31-04-30', '2023-06-21-20-30']","old,no","[False, False]",2,0,True,cascade,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
CascadeCasECsy4_c3,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-06-23_Initial_ID7000","['2023-03-31-04-30', '2023-06-21-20-30']","old,no","[False, False]",2,0,True,cascade,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
CascadeCasECsy4_c4,2023-06-23_Initial_ID7000,['2023-06-21-20-30'],no,[False],1,0,False,unknown,unknown,
CascadeCasECsy4_c5,2023-06-23_Initial_ID7000,['2023-06-21-20-30'],no,[False],1,0,False,unknown,unknown,
CascadeCasEPgu,"2023-03-03_CascadesV1,2023-03-19_CascadesV2,2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-01-19-19-00', '2023-01-19-19-00', '2023-04-15-16-30', 'x', 'x', 'x']","old,old,old,no,no,v3","[False, False, False, False, False, True]",6,5,False,unknown,unknown,
CascadeCsy4CasE,"2023-03-03_CascadesV1,2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', '2023-01-19-19-00', 'x', 'x', 'x']","old,old,no,no,v3","[False, False, False, False, True]",5,4,True,cascade,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
CascadeCsy4Pgu,"2023-03-03_CascadesV1,2023-03-19_CascadesV2,2023-04-18_Constraints_PguCascades,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-10_Cascades_CCv4_2","['2023-01-19-19-00', '2023-01-19-19-00', '2023-04-15-16-30', 'x', 'x', 'x']","old,old,old,no,no,v3","[False, False, False, False, False, True]",6,5,False,unknown,unknown,
CascadeINERT,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-06-23_Initial_ID7000","['2023-03-31-04-30', '2023-06-21-20-30']","old,no","[False, False]",2,0,True,no device,none,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
CascadeINERT_c1,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,no device,none,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
CascadeINERT_c2,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,no device,none,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
CascadeINERT_c3,2023-04-03_Constraints_Pgu_Bleedthrough,['2023-03-31-04-30'],old,[False],1,0,True,no device,none,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
CascadePguCasE,"2023-03-03_CascadesV1,2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', '2023-01-19-19-00', 'x', 'x', 'x']","old,old,no,no,v3","[False, False, False, False, True]",5,4,False,unknown,unknown,
CascadePguCsy4,"2023-03-03_CascadesV1,2023-03-19_CascadesV2,2023-08-11_Cascades1_CC,2023-09-10_Cascades1_CCv2,2023-10-01_Cascades_CCv4","['2023-01-19-19-00', '2023-01-19-19-00', 'x', 'x', 'x']","old,old,no,no,v3","[False, False, False, False, True]",5,4,False,unknown,unknown,
Csy4,"2023-03-03_CascadesV1,2023-03-19_CascadesV2","['2023-01-19-19-00', '2023-01-19-19-00']","old,old","[False, False]",2,0,False,unknown,unknown,
DRv2_T1,2023-10-03_BPv2_C31BP,['x'],v3,[False],1,0,False,unknown,unknown,
EBFP2,"2023-05-10_LSSmOrange_EBFP2_mNG_iRFP720,2023-05-10_mKO2_EBFP2_mNG_iRFP720,2023-05-10_mKate_EBFP2_mNG_iRFP720,2023-08-25_iRFP720_tests,2023-09-10_Cascades1_CCv2,2023-10-16_ConstraintsV2_1_NoiseFloor,2023-10-16_ConstraintsV2_1_mMaroon1,2023-10-22_ConstraintsV2_2,2023-10-29_ConstraintsV2_3","['x', 'x', 'x', 'x', 'x', 'x', 'x', 'x', 'x']","no,no,no,no,no,no,no,no,no","[False, False, False, False, False, False, False, True, True]",9,0,False,unknown,unknown,
ERN_ERNuORFsum_0xCasE,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_0xCsy4,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_0xPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_1wCasE,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_1wCsy4,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_1wPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_1xCasE,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_1xCsy4,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_1xPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_2xCasE,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_2xCsy4,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_2xPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_3xCasE,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_3xCsy4,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_3xPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_4xCasE,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_4xCsy4,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_4xPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_5xCasE,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_5xCsy4,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_5xPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_6xCasE,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_6xCsy4,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_6xPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_8xCasE,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_8xCsy4,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
ERN_ERNuORFsum_8xPgu,"2023-04-03_Constraints_Pgu_Bleedthrough,2023-10-29_ConstraintsV2_3","['2023-03-31-04-30', 'x']","old,no","[False, True]",2,0,True,single,ERN,"L0.G_mNeonGreen,iRFP720,mKate,tagBFP"
IB,2023-08-25_iRFP720_tests,['x'],no,[False],1,0,False,unknown,unknown,
Inert_Y+B,2022-11-10_uORFs_and_company,['2022-11-07'],old,[False],1,0,True,no device,none,"eBFP,eYFP"
L2_pGW0042+CasE-R,20220501-GW-l1vsl2,['2022-05-01:09h30m00s'],no,[False],1,0,False,unknown,unknown,
L2all_pGW42+10,20220501-GW-l1vsl2,['2022-05-01:09h30m00s'],no,[False],1,0,True,single,ERN,"eBFP,eYFP,mKate"
LSSmORANGE,2023-05-10_LSSmOrange_EBFP2_mNG_iRFP720,['x'],no,[False],1,0,False,unknown,unknown,
LSSmOrange,"2023-05-12_Colors1,2023-06-23_Initial_ID7000,2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['2023-05-10-04-30', '2023-06-21-20-30', '2023-06-27-20-30', '2023-07-03-20-30']","old,no,no,no","[False, False, False, False]",4,0,False,unknown,unknown,
LmO+Sirius+i720+mKO2,"2023-06-29_ID7000_Unmixing1,2023-07-06_ID7000_Unmixing2","['2023-06-27-20-30', '2023-07-03-20-30']","no,no","[False, False]",2,0,False,unknown,unknown,
